run_name,frame_dose_rate
dga2018-08-27-518,0.0
dga2018-08-27-565,0.0
dga2018-08-27-567,0.0
dga2018-08-27-572,0.0
dga2018-08-27-576,0.0
dga2018-08-27-607,0.0
dga2018-08-27-608,0.0
dga2018-08-27-613,0.0
dga2018-08-27-642,0.0
dga2018-08-27-681,0.0
dga2018-08-27-687,0.0
dga2018-08-27-703,0.0
dga2018-08-27-709,0.0
dga2018-08-27-710,0.0
dga2018-08-27-714,0.0
dga2018-08-27-719,0.0
dga2018-08-27-519,4.0
dga2018-08-27-527,4.0
dga2018-08-27-541,4.0
dga2018-08-27-579,4.0
dga2018-08-27-585,4.0
dga2018-08-27-617,4.0
dga2018-08-27-619,4.0
dga2018-08-27-623,4.0
dga2018-08-27-629,4.0
dga2018-08-27-638,4.0
dga2018-08-27-640,4.0
dga2018-08-27-660,4.0
dga2018-08-27-671,4.0
dga2018-08-27-679,4.0
dga2018-08-27-690,4.0
dga2018-08-27-713,4.0
dga2018-08-27-717,4.0
dga2018-08-27-520,1.0
dga2018-08-27-600,1.0
dga2018-08-27-602,1.0
dga2018-08-27-609,1.0
dga2018-08-27-612,1.0
dga2018-08-27-621,1.0
dga2018-08-27-655,1.0
dga2018-08-27-673,1.0
dga2018-08-27-701,1.0
dga2018-08-27-705,1.0
dga2018-08-27-715,1.0
dga2018-08-27-521,2.0
dga2018-08-27-558,2.0
dga2018-08-27-581,2.0
dga2018-08-27-588,2.0
dga2018-08-27-606,2.0
dga2018-08-27-610,2.0
dga2018-08-27-618,2.0
dga2018-08-27-620,2.0
dga2018-08-27-626,2.0
dga2018-08-27-657,2.0
dga2018-08-27-676,2.0
dga2018-08-27-697,2.0
dga2018-08-27-700,2.0
dga2018-08-27-702,2.0
dga2018-08-27-712,2.0
dga2018-08-27-720,2.0
dga2018-08-27-721,2.0
dga2018-08-27-564,3.0
dga2018-08-27-589,3.0
dga2018-08-27-614,3.0
dga2018-08-27-615,3.0
dga2018-08-27-624,3.0
dga2018-08-27-627,3.0
dga2018-08-27-641,3.0
dga2018-08-27-664,3.0
dga2018-08-27-668,3.0
dga2018-08-27-691,3.0
dga2018-08-27-699,3.0
dga2018-08-27-707,3.0
dga2018-08-27-708,3.0
dga2018-08-27-718,3.0
