run_name,frame_dose_rate
dga2016-06-04-1,0.0
dga2016-06-04-8,0.0
dga2016-06-04-13,0.0
dga2016-06-04-19,0.0
dga2016-06-04-20,0.0
dga2016-06-04-32,0.0
dga2016-06-04-35,0.0
dga2016-06-04-44,0.0
dga2016-06-04-48,0.0
dga2016-06-04-52,0.0
dga2016-06-04-67,0.0
dga2016-06-04-72,0.0
dga2016-06-04-2,2.0
dga2016-06-04-3,2.0
dga2016-06-04-18,2.0
dga2016-06-04-27,2.0
dga2016-06-04-36,2.0
dga2016-06-04-38,2.0
dga2016-06-04-40,2.0
dga2016-06-04-41,2.0
dga2016-06-04-49,2.0
dga2016-06-04-50,2.0
dga2016-06-04-59,2.0
dga2016-06-04-61,2.0
dga2016-06-04-63,2.0
dga2016-06-04-68,2.0
dga2016-06-04-69,2.0
dga2016-06-04-4,3.0
dga2016-06-04-7,3.0
dga2016-06-04-12,3.0
dga2016-06-04-16,3.0
dga2016-06-04-39,3.0
dga2016-06-04-43,3.0
dga2016-06-04-47,3.0
dga2016-06-04-53,3.0
dga2016-06-04-56,3.0
dga2016-06-04-62,3.0
dga2016-06-04-5,1.0
dga2016-06-04-6,1.0
dga2016-06-04-11,1.0
dga2016-06-04-14,1.0
dga2016-06-04-21,1.0
dga2016-06-04-23,1.0
dga2016-06-04-24,1.0
dga2016-06-04-25,1.0
dga2016-06-04-26,1.0
dga2016-06-04-28,1.0
dga2016-06-04-29,1.0
dga2016-06-04-33,1.0
dga2016-06-04-51,1.0
dga2016-06-04-55,1.0
dga2016-06-04-57,1.0
dga2016-06-04-64,1.0
dga2016-06-04-65,1.0
dga2016-06-04-9,4.0
dga2016-06-04-10,4.0
dga2016-06-04-15,4.0
dga2016-06-04-17,4.0
dga2016-06-04-22,4.0
dga2016-06-04-30,4.0
dga2016-06-04-31,4.0
dga2016-06-04-34,4.0
dga2016-06-04-37,4.0
dga2016-06-04-42,4.0
dga2016-06-04-45,4.0
dga2016-06-04-46,4.0
dga2016-06-04-54,4.0
dga2016-06-04-58,4.0
dga2016-06-04-60,4.0
dga2016-06-04-66,4.0
dga2016-06-04-70,4.0
