run_name,ts-tilt_series_path
etl2013-09-09-1,rawdata/overexpr0001.mrc
etl2013-09-09-2,rawdata/overexpr0002.mrc
etl2013-09-09-3,rawdata/overexpr0003.mrc
etl2013-09-09-4,rawdata/overexpr0004.mrc
etl2013-09-09-5,rawdata/overexpr0005.mrc
etl2013-09-09-6,rawdata/overexpr0006.mrc
etl2013-09-09-7,rawdata/overexpr0007.mrc
etl2013-09-09-8,rawdata/overexpr0008.mrc
etl2013-09-09-9,rawdata/overexpr0009.mrc
etl2013-09-09-10,rawdata/overexpr0010.mrc
etl2013-09-09-11,rawdata/overexpr0011.mrc
etl2013-09-09-12,rawdata/overexpr0012.mrc
etl2013-09-09-13,rawdata/overexpr0013.mrc
etl2013-09-09-14,rawdata/overexpr0014.mrc
etl2013-09-09-15,rawdata/overexpr0015.mrc
etl2013-09-09-16,rawdata/overexpr0016.mrc
