run_name,ts-tilt_series_path
rra2014-01-07-13,rawdata/stiv24h0002.mrc
rra2014-01-07-14,rawdata/stiv24h0003.mrc
rra2014-01-07-16,rawdata/stiv24h0005.mrc
rra2014-01-07-17,rawdata/stiv24h0006.mrc
rra2014-01-07-18,rawdata/stiv24h0007.mrc
rra2014-01-07-19,rawdata/stiv24h0008.mrc
rra2014-01-07-20,rawdata/stiv24h0009.mrc
rra2014-01-07-21,rawdata/stiv24h0010.mrc
rra2014-01-07-22,rawdata/stiv24h0011.mrc
rra2014-01-07-23,rawdata/stiv24h0012.mrc
rra2014-01-07-24,rawdata/stiv24h0013.mrc
rra2014-01-07-25,rawdata/stiv24h0014.mrc
rra2014-01-07-26,rawdata/stiv24h0015.mrc
rra2014-01-07-27,rawdata/stiv24h0016.mrc
rra2014-01-07-28,rawdata/stiv24h0017.mrc
rra2014-01-07-29,rawdata/stiv24h0018.mrc
rra2014-01-07-30,rawdata/stiv24h0019.mrc
rra2014-01-07-31,rawdata/stiv24h0020.mrc
rra2014-01-07-32,rawdata/stiv24h0021.mrc
rra2014-01-07-33,rawdata/stiv24h0022.mrc
rra2014-01-07-34,rawdata/stiv24h0023.mrc
