run_name,ts-tilt_series_path
aba2014-04-03-1,rawdata/delta1092VibrioatlasF0002.mrc
aba2014-04-03-2,rawdata/delta1092VibrioatlasB0001.mrc
aba2014-04-03-3,rawdata/delta1092VibrioatlasB0002.mrc
aba2014-04-03-4,rawdata/delta1092VibrioatlasF0003.mrc
aba2014-04-03-5,rawdata/delta1092VibrioatlasB0003.mrc
aba2014-04-03-6,rawdata/delta1092VibrioatlasB0004.mrc
aba2014-04-03-33,rawdata/delta1092VibrioatlasD0001.mrc
aba2014-04-03-34,rawdata/delta1092VibrioatlasD0002.mrc
aba2014-04-03-35,rawdata/delta1092VibrioatlasD0003.mrc
aba2014-04-03-36,rawdata/delta1092VibrioatlasD0004.mrc
aba2014-04-03-37,rawdata/delta1092VibrioatlasD0005.mrc
aba2014-04-03-39,rawdata/delta1092VibrioatlasF0001.mrc
aba2014-04-03-40,rawdata/delta1092VibrioatlasF0004.mrc
aba2014-04-03-41,rawdata/delta1092VibrioatlasF0005.mrc
aba2014-04-03-42,rawdata/delta1092VibrioatlasF0006.mrc
aba2014-04-03-43,rawdata/delta1092VibrioatlasF0007.mrc
