run_name,ts-tilt_series_path
aba2015-07-07-5,rawdata/PM6July0001.mrc
aba2015-07-07-6,rawdata/PM6July0002.mrc
aba2015-07-07-7,rawdata/PM6July0003.mrc
aba2015-07-07-8,rawdata/PM6July0004.mrc
aba2015-07-07-9,rawdata/PM6July0005.mrc
aba2015-07-07-10,rawdata/PM6July0006.mrc
aba2015-07-07-11,rawdata/PM6July0007.mrc
aba2015-07-07-12,rawdata/PM6July0008.mrc
aba2015-07-07-13,rawdata/PM6July0009.mrc
aba2015-07-07-14,rawdata/PM6July0010.mrc
aba2015-07-07-15,rawdata/PM6July0011.mrc
aba2015-07-07-16,rawdata/PM6July0012.mrc
aba2015-07-07-17,rawdata/PM6July0013.mrc
aba2015-07-07-18,rawdata/PM6July0014.mrc
aba2015-07-07-19,rawdata/PM6July0015.mrc
aba2015-07-07-20,rawdata/PM6July0016.mrc
aba2015-07-07-21,rawdata/PM6July0017.mrc
aba2015-07-07-22,rawdata/PM6July0018.mrc
aba2015-07-07-23,rawdata/PM6July0019.mrc
aba2015-07-07-24,rawdata/PM6July0020.mrc
