run_name,frame_dose_rate
scy2016-06-06-40,2.0
scy2016-06-06-47,2.0
scy2016-06-06-50,2.0
scy2016-06-06-52,2.0
scy2016-06-06-53,2.0
scy2016-06-06-59,2.0
scy2016-06-06-62,2.0
scy2016-06-06-64,2.0
scy2016-06-06-69,2.0
scy2016-11-18-4,2.0
scy2016-11-18-8,2.0
scy2016-11-18-12,2.0
scy2016-06-06-41,1.0
scy2016-06-06-42,1.0
scy2016-06-06-45,1.0
scy2016-06-06-48,1.0
scy2016-06-06-51,1.0
scy2016-06-06-55,1.0
scy2016-06-06-56,1.0
scy2016-11-18-1,1.0
scy2016-11-18-3,1.0
scy2016-11-18-5,1.0
scy2016-11-18-11,1.0
scy2016-11-18-14,1.0
scy2016-11-18-16,1.0
scy2016-06-06-43,0.0
scy2016-06-06-57,0.0
scy2016-06-06-65,0.0
scy2016-06-06-67,0.0
scy2016-11-18-6,0.0
scy2016-11-18-10,0.0
scy2016-11-18-15,0.0
scy2016-06-06-44,4.0
scy2016-06-06-49,4.0
scy2016-06-06-54,4.0
scy2016-06-06-58,4.0
scy2016-06-06-60,4.0
scy2016-06-06-61,4.0
scy2016-06-06-63,4.0
scy2016-06-06-68,4.0
scy2016-11-18-7,4.0
scy2016-06-06-46,3.0
scy2016-06-06-66,3.0
scy2016-11-18-2,3.0
scy2016-11-18-9,3.0
scy2016-11-18-13,3.0
