run_name,frame_dose_rate
ycw2012-03-03-1,2.0
ycw2012-03-03-4,2.0
ycw2012-03-03-9,2.0
ycw2012-03-03-21,2.0
ycw2012-03-12-11,2.0
ycw2012-03-12-18,2.0
ycw2012-03-12-20,2.0
ycw2012-03-03-2,0.0
ycw2012-03-03-3,0.0
ycw2012-03-03-5,0.0
ycw2012-03-03-11,0.0
ycw2012-03-03-13,0.0
ycw2012-03-03-24,0.0
ycw2012-03-12-5,0.0
ycw2012-03-03-6,3.0
ycw2012-03-03-14,3.0
ycw2012-03-03-17,3.0
ycw2012-03-12-2,3.0
ycw2012-03-12-4,3.0
ycw2012-03-12-7,3.0
ycw2012-03-12-13,3.0
ycw2012-03-03-8,4.0
ycw2012-03-03-27,4.0
ycw2012-03-12-6,4.0
ycw2012-03-12-15,4.0
ycw2012-03-12-16,4.0
ycw2012-03-03-10,1.0
ycw2012-03-12-10,1.0
ycw2012-03-12-12,1.0
ycw2012-03-12-19,1.0
