run_name,frame_dose_rate
ycw2017-06-07-13,1.0
ycw2017-06-07-16,1.0
ycw2017-06-07-34,1.0
ycw2017-06-07-35,1.0
ycw2017-06-07-41,1.0
ycw2017-06-07-44,1.0
ycw2017-06-07-48,1.0
ycw2017-06-07-14,4.0
ycw2017-06-07-15,4.0
ycw2017-06-07-33,4.0
ycw2017-06-07-42,4.0
ycw2017-06-07-45,4.0
ycw2017-06-07-46,4.0
ycw2017-06-07-17,2.0
ycw2017-06-07-30,2.0
ycw2017-06-07-31,2.0
ycw2017-06-07-39,2.0
ycw2017-06-07-47,2.0
ycw2017-06-07-49,2.0
ycw2017-06-07-50,2.0
ycw2017-06-07-20,3.0
ycw2017-06-07-36,3.0
ycw2017-06-07-38,3.0
ycw2017-06-07-40,3.0
ycw2017-06-07-43,3.0
ycw2017-06-07-26,0.0
ycw2017-06-07-28,0.0
ycw2017-06-07-32,0.0
ycw2017-06-07-37,0.0
