run_name,ts-tilt_series_path
mst2011-11-18-1,rawdata/20111118_ple7_1mMiptg0002.mrc
mst2011-11-18-2,rawdata/20111118_ple7_1mMiptg0003.mrc
mst2011-11-18-3,rawdata/20111118_ple7_1mMiptg0004.mrc
mst2011-11-18-4,rawdata/20111118_ple7_1mMiptg0005.mrc
mst2011-11-18-5,rawdata/20111118_ple7_1mMiptg0007.mrc
mst2011-11-18-6,rawdata/20111118_ple7_1mMiptg0012.mrc
mst2011-11-18-7,rawdata/20111118_ple7_1mMiptg0013.mrc
mst2011-11-18-8,rawdata/20111118_ple7_1mMiptg0014.mrc
mst2011-11-18-9,rawdata/20111118_ple7_1mMiptg0016.mrc
mst2011-11-18-10,rawdata/20111118_ple7_1mMiptg0017.mrc
mst2011-11-18-11,rawdata/20111118_ple7_1mMiptg0018.mrc
mst2011-11-18-12,rawdata/20111118_ple7_1mMiptg0020.mrc
mst2011-11-18-13,rawdata/20111118_ple7_1mMiptg0021.mrc
mst2011-11-18-14,rawdata/20111118_ple7_1mMiptg0022.mrc
mst2011-11-18-15,rawdata/20111118_ple7_1mMiptg0023.mrc
