run_name,frame_dose_rate
aba2015-06-02-1,1.0
aba2015-06-02-10,1.0
aba2015-06-02-20,1.0
aba2015-06-02-24,1.0
aba2015-06-02-26,1.0
aba2015-06-02-30,1.0
aba2015-06-02-2,3.0
aba2015-06-02-7,3.0
aba2015-06-02-17,3.0
aba2015-06-02-3,0.0
aba2015-06-02-6,0.0
aba2015-06-02-9,0.0
aba2015-06-02-11,0.0
aba2015-06-02-14,0.0
aba2015-06-02-15,0.0
aba2015-06-02-31,0.0
aba2015-06-02-4,2.0
aba2015-06-02-5,2.0
aba2015-06-02-8,2.0
aba2015-06-02-12,2.0
aba2015-06-02-13,2.0
aba2015-06-02-16,2.0
aba2015-06-02-18,2.0
aba2015-06-02-21,2.0
aba2015-06-02-23,2.0
aba2015-06-02-25,2.0
aba2015-06-02-27,2.0
aba2015-06-02-22,4.0
aba2015-06-02-29,4.0
aba2015-06-02-32,4.0
