run_name,ts-tilt_series_path
ycw2014-02-17-1,rawdata/20140217_YWC091_10001.mrc
ycw2014-02-17-2,rawdata/20140217_YWC091_10002.mrc
ycw2014-02-17-3,rawdata/20140217_YWC091_10003.mrc
ycw2014-02-17-4,rawdata/20140217_YWC091_10004.mrc
ycw2014-02-17-5,rawdata/20140217_YWC091_10005.mrc
ycw2014-02-17-6,rawdata/20140217_YWC091_10006.mrc
ycw2014-02-17-7,rawdata/20140217_YWC091_10007.mrc
ycw2014-02-17-9,rawdata/20140217_YWC091_10009.mrc
ycw2014-02-17-10,rawdata/20140217_YWC091_10010.mrc
ycw2014-02-17-11,rawdata/20140217_YWC091_10011.mrc
ycw2014-02-17-12,rawdata/20140217_YWC091_10012.mrc
ycw2014-02-17-13,rawdata/20140217_YWC091_10013.mrc
