run_name,ts-tilt_series_path
ycw2014-02-15-1,rawdata/20140214_YWC081_20001.mrc
ycw2014-02-15-2,rawdata/20140214_YWC081_20002.mrc
ycw2014-02-15-3,rawdata/20140214_YWC081_20003.mrc
ycw2014-02-15-4,rawdata/20140214_YWC081_20004.mrc
ycw2014-02-15-5,rawdata/20140215_YWC082_10001.mrc
ycw2014-02-15-8,rawdata/20140215_YWC082_20001.mrc
ycw2014-02-15-9,rawdata/20140215_YWC082_20002.mrc
ycw2014-02-15-10,rawdata/20140215_YWC082_20003.mrc
ycw2014-02-15-11,rawdata/20140215_YWC082_20004.mrc
ycw2014-02-15-12,rawdata/20140215_YWC082_30001.mrc
ycw2014-02-15-13,rawdata/20140215_YWC082_30002.mrc
