run_name,frame_dose_rate
aba2014-10-14-1,4.0
aba2014-10-14-4,4.0
aba2014-10-14-8,4.0
aba2014-10-14-11,4.0
aba2014-10-14-13,4.0
aba2014-10-14-15,4.0
aba2014-10-14-20,4.0
aba2014-10-14-26,4.0
aba2014-10-14-3,0.0
aba2014-10-14-6,0.0
aba2014-10-14-7,0.0
aba2014-10-14-17,0.0
aba2014-10-14-19,0.0
aba2014-10-14-22,0.0
aba2014-10-14-5,3.0
aba2014-10-14-9,3.0
aba2014-10-14-10,3.0
aba2014-10-14-16,3.0
aba2014-10-14-12,1.0
aba2014-10-14-14,1.0
aba2014-10-14-18,1.0
aba2014-10-14-23,1.0
aba2014-10-14-21,2.0
aba2014-10-14-24,2.0
aba2014-10-14-25,2.0
