run_name,frame_dose_rate
jsa2010-04-01-1,2.0
jsa2010-04-01-4,2.0
jsa2010-04-01-7,2.0
jsa2010-04-01-9,2.0
jsa2010-04-01-16,2.0
jsa2010-04-01-17,2.0
jsa2010-04-01-19,2.0
jsa2010-04-01-30,2.0
jsa2010-04-01-2,4.0
jsa2010-04-01-5,4.0
jsa2010-04-01-12,4.0
jsa2010-04-01-28,4.0
jsa2010-04-01-34,4.0
jsa2010-04-01-35,4.0
jsa2010-04-01-36,4.0
jsa2010-04-01-37,4.0
jsa2010-04-01-3,3.0
jsa2010-04-01-6,3.0
jsa2010-04-01-11,3.0
jsa2010-04-01-13,3.0
jsa2010-04-01-24,3.0
jsa2010-04-01-32,3.0
jsa2010-04-01-33,3.0
jsa2010-04-01-8,1.0
jsa2010-04-01-21,1.0
jsa2010-04-01-25,1.0
jsa2010-04-01-26,1.0
jsa2010-04-01-27,1.0
jsa2010-04-01-29,1.0
jsa2010-04-01-31,1.0
jsa2010-04-01-38,1.0
jsa2010-04-01-10,0.0
jsa2010-04-01-14,0.0
jsa2010-04-01-15,0.0
jsa2010-04-01-18,0.0
jsa2010-04-01-20,0.0
jsa2010-04-01-22,0.0
jsa2010-04-01-23,0.0
jsa2010-04-01-39,0.0
