run_name,ts-tilt_series_path
aba2015-02-23-44,rawdata/PseudomonasdeltaFF6CheWNEWFEB0001.mrc
aba2015-02-23-45,rawdata/PseudomonasdeltaFF6CheWNEWFEB0002.mrc
aba2015-02-23-46,rawdata/PseudomonasdeltaFF6CheWNEWFEB0003.mrc
aba2015-02-23-47,rawdata/PseudomonasdeltaFF6CheWNEWFEB0004.mrc
aba2015-02-23-48,rawdata/PseudomonasdeltaFF6CheWNEWFEB0005.mrc
aba2015-02-23-49,rawdata/PseudomonasdeltaFF6CheWNEWFEB0007.mrc
aba2015-02-23-50,rawdata/PseudomonasdeltaFF6CheWNEWFEB0008.mrc
aba2015-02-23-51,rawdata/PseudomonasdeltaFF6CheWNEWFEB0009.mrc
aba2015-02-23-56,rawdata/PseudomonasdeltaFF6CheWNEWFEB0014.mrc
aba2015-02-23-57,rawdata/PseudomonasdeltaFF6CheWNEWFEB0015.mrc
aba2015-02-23-58,rawdata/PseudomonasdeltaFF6CheWNEWFEB0016.mrc
aba2015-02-23-59,rawdata/PseudomonasdeltaFF6CheWNEWFEB0017.mrc
aba2015-02-23-60,rawdata/PseudomonasdeltaFF6CheWNEWFEB0018.mrc
aba2015-02-23-61,rawdata/PseudomonasdeltaFF6CheWNEWFEB0019.mrc
aba2015-02-23-65,rawdata/PseudomonasdeltaFF6CheWNEWFEB0023.mrc
