run_name,frame_dose_rate
mba2012-09-19-1,4.0
mba2012-09-19-7,4.0
mba2012-09-19-9,4.0
mba2012-09-19-15,4.0
mba2012-09-19-22,4.0
mba2012-09-26-1,4.0
mba2012-09-19-2,2.0
mba2012-09-19-19,2.0
mba2012-09-19-23,2.0
mba2012-09-26-3,2.0
mba2012-09-26-8,2.0
mba2012-09-19-3,1.0
mba2012-09-19-10,1.0
mba2012-09-19-11,1.0
mba2012-09-19-17,1.0
mba2012-09-19-21,1.0
mba2012-09-26-4,1.0
mba2012-09-19-4,0.0
mba2012-09-19-5,0.0
mba2012-09-19-14,0.0
mba2012-09-19-16,0.0
mba2012-09-19-20,0.0
mba2012-09-26-2,0.0
mba2012-09-26-9,0.0
mba2012-09-19-6,3.0
mba2012-09-19-8,3.0
mba2012-09-19-12,3.0
mba2012-09-19-13,3.0
mba2012-09-19-18,3.0
mba2012-09-19-24,3.0
mba2012-09-26-5,3.0
mba2012-09-26-6,3.0
mba2012-09-26-7,3.0
