run_name,ts-tilt_series_path
mba2011-12-30-1,rawdata/11dec30a_motA_0001.st
mba2011-12-30-2,rawdata/11dec30a_motA_0002.st
mba2011-12-30-3,rawdata/11dec30a_motA_0003.st
mba2011-12-30-4,rawdata/11dec30a_motA_0006.st
mba2011-12-30-5,rawdata/11dec30a_motA_0008.st
mba2011-12-30-6,rawdata/11dec30a_motA_0009.st
mba2011-12-30-7,rawdata/11dec30a_motA_0010.st
mba2011-12-30-8,rawdata/11dec30a_motA_0012.st
mba2011-12-30-9,rawdata/11dec30a_motA_0013.st
mba2011-12-30-10,rawdata/11dec30a_motA_0014.st
mba2011-12-30-11,rawdata/11dec30a_motA_0015.st
mba2011-12-30-12,rawdata/11dec30a_motA_0016.st
mba2011-12-30-13,rawdata/11dec30a_motA_0019.st
mba2011-12-30-14,rawdata/11dec30a_motA_0020.st
mba2011-12-30-15,rawdata/11dec30a_motA_0021.st
mba2011-12-30-16,rawdata/11dec30a_motA_0022.st
mba2011-12-30-17,rawdata/11dec30a_motA_0024.st
mba2011-12-30-18,rawdata/11dec30a_motA_0025.st
mba2011-12-30-19,rawdata/11dec30a_motA_0028.st
mba2011-12-30-20,rawdata/11dec30a_motA_0029.st
mba2011-12-30-21,rawdata/11dec30a_motA_0031.st
mba2011-12-30-22,rawdata/11dec30a_motA_0034.st
