run_name,ts-tilt_series_path
mba2012-02-02-1,rawdata/12feb02a_flgP_0004.st
mba2012-02-02-2,rawdata/12feb02a_flgP_0006.st
mba2012-02-02-3,rawdata/12feb02a_flgP_0008.st
mba2012-02-02-4,rawdata/12feb02a_flgP_0011.st
mba2012-02-02-5,rawdata/12feb02a_flgP_0013.st
mba2012-02-02-6,rawdata/12feb02a_flgP_0014.st
mba2012-02-02-7,rawdata/12feb02a_flgP_0015.st
mba2012-02-02-8,rawdata/12feb02a_flgP_0016.st
mba2012-02-02-9,rawdata/12feb02a_flgP_0017.st
mba2012-02-02-10,rawdata/12feb02a_flgP_0018.st
mba2012-02-02-11,rawdata/12feb02a_flgP_0020.st
mba2012-02-02-12,rawdata/12feb02a_flgP_0021.st
mba2012-02-02-13,rawdata/12feb02a_flgP_0022.st
mba2012-02-02-14,rawdata/12feb02a_flgP_0028.st
mba2012-02-02-15,rawdata/12feb02a_flgP_0029.st
mba2012-02-02-16,rawdata/12feb02a_flgP_0035.st
mba2012-02-02-17,rawdata/12feb02a_flgP_0037.st
mba2012-02-02-18,rawdata/12feb02a_flgP_0039.st
mba2012-02-02-19,rawdata/12feb02a_flgP_0044.st
mba2012-02-02-20,rawdata/12feb02a_flgP_0048.st
