run_name,ts-tilt_series_path
mba2012-01-10-1,rawdata/12jan10a_flhAc_0002.st
mba2012-01-10-2,rawdata/12jan10a_flhAc_0003.st
mba2012-01-10-3,rawdata/12jan10a_flhAc_0004.st
mba2012-01-10-4,rawdata/12jan10a_flhAc_0005.st
mba2012-01-10-5,rawdata/12jan10a_flhAc_0007.st
mba2012-01-10-6,rawdata/12jan10a_flhAc_0012.st
mba2012-01-10-7,rawdata/12jan10a_flhAc_0014.st
mba2012-01-10-8,rawdata/12jan10a_flhAc_0015.st
mba2012-01-10-9,rawdata/12jan10a_flhAc_0017.st
mba2012-01-10-10,rawdata/12jan10a_flhAc_0021.st
mba2012-01-10-11,rawdata/12jan10a_flhAc_0022.st
mba2012-01-10-12,rawdata/12jan10a_flhAc_0023.st
mba2012-01-10-13,rawdata/12jan10a_flhAc_0025.st
