run_name,ts-tilt_series_path
mba2012-01-02-1,rawdata/12jan02b_motB_0001.st
mba2012-01-02-2,rawdata/12jan02b_motB_0007.st
mba2012-01-02-3,rawdata/12jan02b_motB_0008.st
mba2012-01-02-4,rawdata/12jan02b_motB_0009.st
mba2012-01-02-5,rawdata/12jan02b_motB_0010.st
mba2012-01-02-6,rawdata/12jan02b_motB_0012.st
mba2012-01-02-7,rawdata/12jan02b_motB_0013.st
mba2012-01-02-8,rawdata/12jan02b_motB_0015.st
mba2012-01-02-9,rawdata/12jan02b_motB_0018.st
mba2012-01-02-10,rawdata/12jan02b_motB_0019.st
mba2012-01-02-11,rawdata/12jan02b_motB_0023.st
mba2012-01-02-12,rawdata/12jan02b_motB_0024.st
mba2012-01-02-13,rawdata/12jan02b_motB_0026.st
mba2012-01-02-14,rawdata/12jan02b_motB_0028.st
mba2012-01-02-15,rawdata/12jan02b_motB_0029.st
