run_name,frame_dose_rate
jsa2009-10-15-1,3.0
jsa2009-10-15-4,3.0
jsa2009-10-15-8,3.0
jsa2009-10-15-9,3.0
jsa2009-10-15-18,3.0
jsa2009-10-15-22,3.0
jsa2009-10-15-23,3.0
jsa2009-10-15-32,3.0
jsa2009-10-15-2,0.0
jsa2009-10-15-10,0.0
jsa2009-10-15-11,0.0
jsa2009-10-15-17,0.0
jsa2009-10-15-19,0.0
jsa2009-10-15-25,0.0
jsa2009-10-15-3,1.0
jsa2009-10-15-16,1.0
jsa2009-10-15-20,1.0
jsa2009-10-15-21,1.0
jsa2009-10-15-28,1.0
jsa2009-10-15-30,1.0
jsa2009-10-15-31,1.0
jsa2009-10-15-33,1.0
jsa2009-10-15-5,4.0
jsa2009-10-15-12,4.0
jsa2009-10-15-13,4.0
jsa2009-10-15-24,4.0
jsa2009-10-15-27,4.0
jsa2009-10-15-6,2.0
jsa2009-10-15-7,2.0
jsa2009-10-15-14,2.0
jsa2009-10-15-15,2.0
jsa2009-10-15-26,2.0
jsa2009-10-15-29,2.0
