run_name,ts-tilt_series_path
mba2011-07-31-1,rawdata/11jul31b_fliL_0007.mrc
mba2011-07-31-2,rawdata/11jul31b_fliL_0008.mrc
mba2011-07-31-3,rawdata/11jul31b_fliL_0005.mrc
mba2011-07-31-4,rawdata/11jul31b_fliL_0004.mrc
mba2011-07-31-5,rawdata/11jul31b_fliL_0002.mrc
mba2011-07-31-6,rawdata/11jul31b_fliL_0003.mrc
mba2011-07-31-7,rawdata/11jul31b_fliL_0001.mrc
mba2011-07-31-8,rawdata/11jul31b_fliL_0010.mrc
mba2011-07-31-9,rawdata/11jul31b_fliL_0011.mrc
mba2011-07-31-10,rawdata/11jul31b_fliL_0012.mrc
mba2011-07-31-11,rawdata/11jul31b_fliL_0013.mrc
mba2011-07-31-12,rawdata/11jul31b_fliL_0015.mrc
mba2011-07-31-13,rawdata/11jul31b_fliL_0016.mrc
mba2011-07-31-14,rawdata/11jul31b_fliL_0017.mrc
mba2011-07-31-15,rawdata/11jul31b_fliL_0018.mrc
