run_name,ts-tilt_series_path
dga2017-01-14-2,rawdata/CbDeltaDot_day50001.mrc
dga2017-01-14-3,rawdata/CbDeltaDot_day50002.mrc
dga2017-01-14-4,rawdata/CbDeltaDot_day50003.mrc
dga2017-01-14-14,rawdata/CbDeltaDot_day5m0001.mrc
dga2017-01-14-15,rawdata/CbDeltaDot_day5m0002.mrc
dga2017-01-14-16,rawdata/CbDeltaDot_day5m0003.mrc
dga2017-01-14-17,rawdata/CbDeltaDot_day5m0004.mrc
dga2017-01-14-18,rawdata/CbDeltaDot_day5m0005.mrc
dga2017-01-14-19,rawdata/CbDeltaDot_day5m0006.mrc
dga2017-01-14-20,rawdata/CbDeltaDot_day5m0007.mrc
dga2017-01-14-21,rawdata/CbDeltaDot_day5m0008.mrc
dga2017-01-14-22,rawdata/CbDeltaDot_day5m0009.mrc
dga2017-01-14-23,rawdata/CbDeltaDot_day5m0010.mrc
dga2017-01-14-24,rawdata/CbDeltaDot_day5m0011.mrc
dga2017-01-14-25,rawdata/CbDeltaDot_day5m0012.mrc
dga2017-01-14-26,rawdata/CbDeltaDot_day5m0013.mrc
dga2017-01-14-27,rawdata/CbDeltaDot_day5m0014.mrc
