run_name,frame_dose_rate
mka2019-06-23-45,2.0
mka2019-06-23-46,2.0
mka2019-06-23-57,2.0
mka2019-06-23-59,2.0
mka2019-06-23-60,2.0
mka2019-06-23-63,2.0
mka2019-06-23-65,2.0
mka2019-06-23-47,3.0
mka2019-06-23-49,3.0
mka2019-06-23-55,3.0
mka2019-06-23-67,3.0
mka2019-06-23-48,4.0
mka2019-06-23-58,4.0
mka2019-06-23-62,4.0
mka2019-06-23-64,4.0
mka2019-06-23-66,4.0
mka2019-06-23-68,4.0
mka2019-06-23-50,0.0
mka2019-06-23-61,0.0
mka2019-06-23-52,1.0
mka2019-06-23-53,1.0
mka2019-06-23-54,1.0
mka2019-06-23-56,1.0
