run_name,ts-tilt_series_path
dga2019-05-28-171,rawdata/HS003C-tomo0001.mrc
dga2019-05-28-172,rawdata/HS003C-tomo0002.mrc
dga2019-05-28-173,rawdata/HS003C-tomo0003.mrc
dga2019-05-28-174,rawdata/HS003C-tomo0004.mrc
dga2019-05-28-175,rawdata/HS003C-tomo0005.mrc
dga2019-05-28-176,rawdata/HS003C-tomo0006.mrc
dga2019-05-28-177,rawdata/HS003C-tomo0007.mrc
dga2019-05-28-178,rawdata/HS003C-tomo0008.mrc
dga2019-05-28-179,rawdata/HS003C-tomo0009.mrc
dga2019-05-28-180,rawdata/HS003C-tomo0010.mrc
