run_name,frame_dose_rate
dga2019-05-28-124,4.0
dga2019-05-28-126,4.0
dga2019-05-28-129,4.0
dga2019-05-28-130,4.0
dga2019-05-28-134,4.0
dga2019-05-28-139,4.0
dga2019-05-28-145,4.0
dga2019-05-28-152,4.0
dga2019-05-28-125,2.0
dga2019-05-28-131,2.0
dga2019-05-28-132,2.0
dga2019-05-28-133,2.0
dga2019-05-28-143,2.0
dga2019-05-28-146,2.0
dga2019-05-28-147,2.0
dga2019-05-28-150,2.0
dga2019-05-28-155,2.0
dga2019-05-28-127,0.0
dga2019-05-28-138,0.0
dga2019-05-28-149,0.0
dga2019-05-28-154,0.0
dga2019-05-28-156,0.0
dga2019-05-28-157,0.0
dga2019-05-28-128,3.0
dga2019-05-28-140,3.0
dga2019-05-28-142,3.0
dga2019-05-28-144,3.0
dga2019-05-28-148,3.0
dga2019-05-28-151,3.0
dga2019-05-28-135,1.0
dga2019-05-28-136,1.0
dga2019-05-28-137,1.0
dga2019-05-28-141,1.0
dga2019-05-28-153,1.0
dga2019-05-28-158,1.0
