run_name,ts-tilt_series_path
mba2012-02-01-1,rawdata/12feb01a_flhBc_0009.st
mba2012-02-01-2,rawdata/12feb01a_flhBc_0008.st
mba2012-02-01-3,rawdata/12feb01a_flhBc_0007.st
mba2012-02-01-4,rawdata/12feb01a_flhBc_0006.st
mba2012-02-01-5,rawdata/12feb01a_flhBc_0005.st
mba2012-02-01-6,rawdata/12feb01a_flhBc_0004.st
mba2012-02-01-7,rawdata/12feb01a_flhBc_0003.st
mba2012-02-01-8,rawdata/12feb01a_flhBc_0001.st
mba2012-02-01-9,rawdata/12feb01a_flhBc_0010.st
mba2012-02-01-10,rawdata/12feb01a_flhBc_0012.st
mba2012-02-01-11,rawdata/12feb01a_flhBc_0014.st
mba2012-02-01-12,rawdata/12feb01a_flhBc_0017.st
mba2012-02-01-13,rawdata/12feb01a_flhBc_0018.st
mba2012-02-01-14,rawdata/12feb01a_flhBc_0022.st
mba2012-02-01-15,rawdata/12feb01a_flhBc_0023.st
mba2012-02-01-16,rawdata/12feb01a_flhBc_0025.st
mba2012-02-01-17,rawdata/12feb01a_flhBc_0027.st
mba2012-02-01-18,rawdata/12feb01a_flhBc_0028.st
mba2012-02-01-19,rawdata/12feb01a_flhBc_0029.st
