run_name,frame_dose_rate
dga2019-05-18-1,1.0
dga2019-05-18-9,1.0
dga2019-05-18-28,1.0
dga2019-05-18-32,1.0
dga2019-05-18-39,1.0
dga2019-05-18-44,1.0
dga2019-05-18-49,1.0
dga2019-05-18-57,1.0
dga2019-05-18-60,1.0
dga2019-05-18-63,1.0
dga2019-05-18-64,1.0
dga2019-05-18-70,1.0
dga2019-05-18-72,1.0
dga2019-05-18-73,1.0
dga2019-05-18-75,1.0
dga2019-05-18-79,1.0
dga2019-05-18-93,1.0
dga2019-05-18-97,1.0
dga2019-05-18-2,4.0
dga2019-05-18-3,4.0
dga2019-05-18-4,4.0
dga2019-05-18-8,4.0
dga2019-05-18-10,4.0
dga2019-05-18-14,4.0
dga2019-05-18-18,4.0
dga2019-05-18-20,4.0
dga2019-05-18-24,4.0
dga2019-05-18-29,4.0
dga2019-05-18-38,4.0
dga2019-05-18-40,4.0
dga2019-05-18-46,4.0
dga2019-05-18-51,4.0
dga2019-05-18-58,4.0
dga2019-05-18-59,4.0
dga2019-05-18-61,4.0
dga2019-05-18-67,4.0
dga2019-05-18-81,4.0
dga2019-05-18-86,4.0
dga2019-05-18-88,4.0
dga2019-05-18-98,4.0
dga2019-05-18-104,4.0
dga2019-05-18-106,4.0
dga2019-05-18-108,4.0
dga2019-05-18-109,4.0
dga2019-05-18-5,3.0
dga2019-05-18-6,3.0
dga2019-05-18-11,3.0
dga2019-05-18-16,3.0
dga2019-05-18-19,3.0
dga2019-05-18-22,3.0
dga2019-05-18-34,3.0
dga2019-05-18-36,3.0
dga2019-05-18-37,3.0
dga2019-05-18-41,3.0
dga2019-05-18-42,3.0
dga2019-05-18-47,3.0
dga2019-05-18-48,3.0
dga2019-05-18-50,3.0
dga2019-05-18-52,3.0
dga2019-05-18-53,3.0
dga2019-05-18-62,3.0
dga2019-05-18-71,3.0
dga2019-05-18-74,3.0
dga2019-05-18-77,3.0
dga2019-05-18-89,3.0
dga2019-05-18-91,3.0
dga2019-05-18-99,3.0
dga2019-05-18-100,3.0
dga2019-05-18-101,3.0
dga2019-05-18-107,3.0
dga2019-05-18-111,3.0
dga2019-05-18-7,0.0
dga2019-05-18-12,0.0
dga2019-05-18-17,0.0
dga2019-05-18-27,0.0
dga2019-05-18-30,0.0
dga2019-05-18-31,0.0
dga2019-05-18-33,0.0
dga2019-05-18-35,0.0
dga2019-05-18-43,0.0
dga2019-05-18-66,0.0
dga2019-05-18-69,0.0
dga2019-05-18-78,0.0
dga2019-05-18-80,0.0
dga2019-05-18-82,0.0
dga2019-05-18-84,0.0
dga2019-05-18-85,0.0
dga2019-05-18-87,0.0
dga2019-05-18-95,0.0
dga2019-05-18-105,0.0
dga2019-05-18-13,2.0
dga2019-05-18-15,2.0
dga2019-05-18-21,2.0
dga2019-05-18-23,2.0
dga2019-05-18-25,2.0
dga2019-05-18-26,2.0
dga2019-05-18-45,2.0
dga2019-05-18-54,2.0
dga2019-05-18-55,2.0
dga2019-05-18-56,2.0
dga2019-05-18-65,2.0
dga2019-05-18-68,2.0
dga2019-05-18-76,2.0
dga2019-05-18-83,2.0
dga2019-05-18-90,2.0
dga2019-05-18-92,2.0
dga2019-05-18-94,2.0
dga2019-05-18-96,2.0
dga2019-05-18-102,2.0
dga2019-05-18-103,2.0
dga2019-05-18-110,2.0
dga2019-05-18-112,2.0
