run_name,ts-tilt_series_path
mst2012-05-07-2,rawdata/20120507_FB760007.mrc
mst2012-05-07-3,rawdata/20120507_FB76_M1.mrc
mst2012-05-07-4,rawdata/20120507_FB76_M2.mrc
mst2012-05-07-5,rawdata/20120507_FB76_M3.mrc
mst2012-05-07-6,rawdata/20120507_FB76_M4.mrc
mst2012-05-07-7,rawdata/20120507_FB76_M5.mrc
mst2012-05-07-8,rawdata/20120507_FB76_M6.mrc
mst2012-05-07-9,rawdata/20120507_FB76_M7.mrc
mst2012-05-07-10,rawdata/20120507_FB76_M8.mrc
mst2012-05-07-11,rawdata/20120507_FB76_M9.mrc
mst2012-05-07-12,rawdata/20120507_FB76_M10.mrc
mst2012-05-07-13,rawdata/20120507_FB76_M10.mrc
mst2012-05-07-14,rawdata/20120507_FB76_M11.mrc
mst2012-05-07-15,rawdata/20120507_FB76_M12.mrc
mst2012-05-07-16,rawdata/20120508_ple7_control.mrc
mst2012-05-07-17,rawdata/20120508_ple7_control2.mrc
mst2012-05-08-1,rawdata/20120508_FB76test0002.mrc
mst2012-05-08-2,rawdata/20120508_FB76test0003.mrc
mst2012-05-08-3,rawdata/20120508_FB76test0004.mrc
mst2012-05-08-4,rawdata/20120508_FB76test0005.mrc
