run_name,frame_dose_rate
ycw2013-11-25-1,0.0
ycw2013-11-25-2,0.0
ycw2013-11-25-5,0.0
ycw2013-11-25-7,0.0
ycw2013-11-25-11,0.0
ycw2013-11-25-17,0.0
ycw2013-11-25-21,0.0
ycw2013-11-25-25,0.0
ycw2013-11-25-34,0.0
ycw2013-11-25-39,0.0
ycw2013-11-25-45,0.0
ycw2013-11-25-47,0.0
ycw2013-11-25-48,0.0
ycw2013-11-25-53,0.0
ycw2013-11-25-55,0.0
ycw2013-11-25-56,0.0
ycw2013-11-25-3,3.0
ycw2013-11-25-6,3.0
ycw2013-11-25-18,3.0
ycw2013-11-25-20,3.0
ycw2013-11-25-27,3.0
ycw2013-11-25-28,3.0
ycw2013-11-25-31,3.0
ycw2013-11-25-38,3.0
ycw2013-11-25-49,3.0
ycw2013-11-25-54,3.0
ycw2013-11-25-60,3.0
ycw2013-11-25-4,1.0
ycw2013-11-25-8,1.0
ycw2013-11-25-9,1.0
ycw2013-11-25-10,1.0
ycw2013-11-25-12,1.0
ycw2013-11-25-23,1.0
ycw2013-11-25-26,1.0
ycw2013-11-25-30,1.0
ycw2013-11-25-32,1.0
ycw2013-11-25-35,1.0
ycw2013-11-25-36,1.0
ycw2013-11-25-40,1.0
ycw2013-11-25-43,1.0
ycw2013-11-25-50,1.0
ycw2013-11-25-59,1.0
ycw2013-11-25-13,4.0
ycw2013-11-25-15,4.0
ycw2013-11-25-29,4.0
ycw2013-11-25-33,4.0
ycw2013-11-25-41,4.0
ycw2013-11-25-42,4.0
ycw2013-11-25-44,4.0
ycw2013-11-25-46,4.0
ycw2013-11-25-62,4.0
ycw2013-11-25-14,2.0
ycw2013-11-25-19,2.0
ycw2013-11-25-22,2.0
ycw2013-11-25-24,2.0
ycw2013-11-25-37,2.0
ycw2013-11-25-51,2.0
ycw2013-11-25-52,2.0
ycw2013-11-25-57,2.0
ycw2013-11-25-61,2.0
