run_name,frame_dose_rate
aba2015-06-03-1,3.0
aba2015-06-03-11,3.0
aba2015-06-03-16,3.0
aba2015-06-03-20,3.0
aba2015-06-03-23,3.0
aba2015-06-03-27,3.0
aba2015-06-03-2,4.0
aba2015-06-03-3,4.0
aba2015-06-03-13,4.0
aba2015-06-03-21,4.0
aba2015-06-03-24,4.0
aba2015-06-03-26,4.0
aba2015-06-03-4,0.0
aba2015-06-03-5,0.0
aba2015-06-03-6,0.0
aba2015-06-03-12,0.0
aba2015-06-03-19,0.0
aba2015-06-03-29,0.0
aba2015-06-03-7,2.0
aba2015-06-03-8,2.0
aba2015-06-03-9,2.0
aba2015-06-03-28,2.0
aba2015-06-03-10,1.0
aba2015-06-03-14,1.0
aba2015-06-03-15,1.0
aba2015-06-03-17,1.0
aba2015-06-03-18,1.0
aba2015-06-03-22,1.0
aba2015-06-03-25,1.0
