run_name,frame_dose_rate
mba2012-09-28-1,4.0
mba2012-09-28-3,4.0
mba2012-09-28-5,4.0
mba2012-09-28-10,4.0
mba2012-09-28-26,4.0
mba2012-09-28-2,1.0
mba2012-09-28-9,1.0
mba2012-09-28-11,1.0
mba2012-09-28-15,1.0
mba2012-09-28-21,1.0
mba2012-09-28-4,0.0
mba2012-09-28-8,0.0
mba2012-09-28-12,0.0
mba2012-09-28-22,0.0
mba2012-09-28-23,0.0
mba2012-09-28-6,3.0
mba2012-09-28-20,3.0
mba2012-09-28-24,3.0
mba2012-09-28-7,2.0
mba2012-09-28-13,2.0
mba2012-09-28-14,2.0
mba2012-09-28-16,2.0
mba2012-09-28-17,2.0
mba2012-09-28-18,2.0
mba2012-09-28-19,2.0
mba2012-09-28-25,2.0
